contig,locus_tag,gene_name,start,end,strand,gene_biotype,product,protein_id,gene_ontology,Uniprot Entry,Uniprot Protein names,Uniprot Gene Names
chromosome,CRV15_RS23490,fxsB,5566103,5568736,+,protein_coding,radical SAM/SPASM protein FxsB%2C inactivated metallohydrolase extension form,WP_003959920.1,,E2PXA6,Radical SAM domain-containing protein,SCLAV_0951
chromosome,CRV15_RS23480,,5564740,5565693,-,protein_coding,DUF4231 domain-containing protein,WP_003959921.1,,E2PXA7,DUF4231 domain-containing protein,SCLAV_0952
chromosome,CRV15_RS23465,,5561589,5562458,+,protein_coding,DUF1684 domain-containing protein,WP_003959924.1,,E2PXB0,DUF1684 domain-containing protein,SCLAV_0955
chromosome,CRV15_RS23460,,5560298,5561584,+,protein_coding,LLM class flavin-dependent oxidoreductase,WP_003959925.1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",E2PXB1,Putative FMNH2-utilizing oxygenase,SCLAV_0956
chromosome,CRV15_RS23455,,5559195,5560301,+,protein_coding,LLM class flavin-dependent oxidoreductase,WP_003959926.1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",E2PXB2,Putative FMNH2-utilizing oxygenase,SCLAV_0957
chromosome,CRV15_RS23450,,5557023,5558261,+,protein_coding,DUF5685 family protein,WP_003959927.1,,E2PXB3,Putative expression regulator,SCLAV_0958
chromosome,CRV15_RS23440,,5554969,5556162,+,protein_coding,acyl-CoA dehydrogenase family protein,WP_003959929.1,"oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]; flavin adenine dinucleotide binding [GO:0050660]",E2PXB5,Acyl CoA dehydrogenase (EC 1.3.99.7),SCLAV_0960
chromosome,CRV15_RS23435,,5553197,5554903,+,protein_coding,MFS transporter,WP_003959930.1,transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085],E2PXB6,Multidrug efflux protein,SCLAV_0961
chromosome,CRV15_RS23425,,5551298,5551513,+,protein_coding,I78 family peptidase inhibitor,WP_003959933.1,,E2PXB9,Proteinase inhibitor I78,SCLAV_0964
chromosome,CRV15_RS23405,,5545483,5546211,+,protein_coding,transglycosylase family protein,WP_003959936.1,hydrolase activity [GO:0016787],E2PXC4,Peptidoglycan-binding protein,SCLAV_0968
chromosome,CRV15_RS23365,,5537427,5538119,-,protein_coding,nucleotidyltransferase domain-containing protein,WP_003959940.1,,E2PXD2,Predicted nucleotidyltransferase,SCLAV_0976
chromosome,CRV15_RS23360,,5536348,5537382,+,protein_coding,ADP-ribosylglycohydrolase family protein,WP_003959941.1,"hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]; metal ion binding [GO:0046872]",E2PXD3,Glycohydrolase,SCLAV_0977
chromosome,CRV15_RS23340,,5532297,5533508,+,protein_coding,segregation/condensation protein A,WP_003959943.1,,E2PXD7,Condensin subunit ScpA,SCLAV_0981
chromosome,CRV15_RS23335,,5531640,5532194,+,protein_coding,hypothetical protein,WP_003959944.1,,E2PXD8,Uncharacterized protein,SCLAV_0982
chromosome,CRV15_RS23330,,5530504,5531643,+,protein_coding,ParA family protein,WP_003959945.1,ATP binding [GO:0005524],,,
chromosome,CRV15_RS23320,,5526593,5528818,+,protein_coding,tetratricopeptide repeat protein,WP_003959947.1,,E2PXE1,Regulatory protein,SCLAV_0985
chromosome,CRV15_RS23300,,5519576,5521213,-,protein_coding,PucR family transcriptional regulator,WP_003959951.1,,E2PXE5,Putative PucR-like transcriptional regulator,SCLAV_0989
chromosome,CRV15_RS23290,recN,5515513,5517255,+,protein_coding,DNA repair protein RecN,WP_003959953.1,ATP binding [GO:0005524]; DNA repair [GO:0006281]; DNA recombination [GO:0006310]; cytoplasm [GO:0005737],E2PXE7,DNA repair protein RecN (Recombination protein N),SCLAV_0991 recN
chromosome,CRV15_RS23285,,5514371,5515285,+,protein_coding,NAD kinase,WP_003959955.1,NAD+ kinase activity [GO:0003951]; NADP biosynthetic process [GO:0006741]; NAD metabolic process [GO:0019674],E2PXE9,NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase),SCLAV_0993 nadK
chromosome,CRV15_RS23280,,5513559,5514374,+,protein_coding,TlyA family RNA methyltransferase,WP_003959956.1,methyltransferase activity [GO:0008168]; methylation [GO:0032259],E2PXF0,rRNA methylase,SCLAV_0994
chromosome,CRV15_RS23275,,5513201,5513551,+,protein_coding,hypothetical protein,WP_003959957.1,,,,
chromosome,CRV15_RS23270,,5512811,5513158,-,protein_coding,SCP2 sterol-binding domain-containing protein,WP_003959958.1,,E2PXF2,SCP2 domain-containing protein,SCLAV_0996
chromosome,CRV15_RS23180,,5494081,5494875,-,protein_coding,hypothetical protein,WP_003959968.1,,E2PXG7,Uncharacterized protein,SCLAV_1011
chromosome,CRV15_RS23150,,5488629,5489345,-,protein_coding,transglycosylase SLT domain-containing protein,WP_003959969.1,,E2PXH3,Transglycosylase SLT domain-containing protein,SCLAV_1017
chromosome,CRV15_RS23095,,5475459,5476850,-,protein_coding,TldD/PmbA family protein,WP_003959975.1,zinc ion binding [GO:0008270]; proteolysis [GO:0006508],E2PXI6,Predicted Zn-dependent protease-like protein,SCLAV_1030
chromosome,CRV15_RS23085,,5473616,5473888,+,protein_coding,GlsB/YeaQ/YmgE family stress response membrane protein,WP_003959977.1,membrane [GO:0016020],E2PXI8,Transglycosylase associated protein,SCLAV_1032
chromosome,CRV15_RS23070,moaA,5471624,5472613,+,protein_coding,GTP 3'%2C8-cyclase MoaA,WP_003959980.1,"4 iron, 4 sulfur cluster binding [GO:0051539]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]",E2PXJ1,"GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)",SCLAV_1035 moaA moaA1
chromosome,CRV15_RS23060,,5469361,5469729,+,protein_coding,DUF485 domain-containing protein,WP_003959983.1,,E2PXJ4,Integral membrane protein,SCLAV_1038
chromosome,CRV15_RS23055,,5467541,5469076,-,protein_coding,S8 family serine peptidase,WP_003959984.1,serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508],E2PXJ5,Putative secreted subtilisin-like serine protease,SCLAV_1039
chromosome,CRV15_RS23050,,5466713,5467411,+,protein_coding,lysoplasmalogenase,WP_003959985.1,,E2PXJ6,YhhN domain-containing protein,SCLAV_1040
chromosome,CRV15_RS23045,,5465760,5466716,+,protein_coding,sterol desaturase family protein,WP_003959986.1,oxidoreductase activity [GO:0016491]; lipid metabolic process [GO:0006629],E2PXJ7,Sterol desaturase-related protein,SCLAV_1041
chromosome,CRV15_RS23035,,5463743,5464747,-,protein_coding,DEDDh family exonuclease,WP_003959988.1,DNA binding [GO:0003677]; DNA replication [GO:0006260],E2PXJ9,DNA polymerase III subunit epsilon (EC 2.7.7.7),SCLAV_1043
chromosome,CRV15_RS23025,,5462391,5463257,-,protein_coding,SURF1 family protein,WP_003959990.1,,E2PXK1,SURF1-like protein,SCLAV_1045
chromosome,CRV15_RS23015,,5459701,5460456,-,protein_coding,SDR family oxidoreductase,WP_003959992.1,,E2PXK3,Oxidoreductase,SCLAV_1047
chromosome,CRV15_RS23010,amaP,5459080,5459658,+,protein_coding,alkaline shock response membrane anchor protein AmaP,WP_003959993.1,,E2PXK4,Putative membrane protein,SCLAV_1048
chromosome,CRV15_RS23005,,5458402,5459052,+,protein_coding,DUF6286 domain-containing protein,WP_003959994.1,,E2PXK5,DUF6286 domain-containing protein,SCLAV_1049
chromosome,CRV15_RS22980,,5455283,5456086,+,protein_coding,enoyl-CoA hydratase/isomerase family protein,WP_003959998.1,catalytic activity [GO:0003824],E2PXK9,Enoyl-CoA hydratase/isomerase (EC 4.2.1.17),SCLAV_1053
chromosome,CRV15_RS22970,,5452806,5454404,+,protein_coding,ABC-F family ATP-binding cassette domain-containing protein,WP_003960001.1,ATP binding [GO:0005524],E2PXL2,ABC transporter ATP binding protein,SCLAV_1056
chromosome,CRV15_RS22960,,5449706,5450839,+,protein_coding,alpha/beta hydrolase,WP_003960003.1,hydrolase activity [GO:0016787],E2PXL4,Secreted protein,SCLAV_1058
chromosome,CRV15_RS22950,,5446718,5447980,-,protein_coding,inorganic phosphate transporter,WP_003960005.1,phosphate ion transport [GO:0006817]; transmembrane transport [GO:0055085]; membrane [GO:0016020],E2PXL6,Phosphate transporter,SCLAV_1060
chromosome,CRV15_RS22945,,5446483,5446704,-,protein_coding,hypothetical protein,WP_003960006.1,,E2PXL7,Secreted protein,SCLAV_1061
chromosome,CRV15_RS22935,,5443590,5445161,-,protein_coding,cobyric acid synthase,WP_003960008.1,catalytic activity [GO:0003824]; cobalamin biosynthetic process [GO:0009236],E2PXL9,Cobyric acid synthase,SCLAV_1063 cobQ
chromosome,CRV15_RS22930,,5441380,5443593,-,protein_coding,putative cobaltochelatase,WP_003960009.1,ATP binding [GO:0005524],E2PXM0,Mg-protoporphyrin IX chelatase,SCLAV_1064 chlI
chromosome,CRV15_RS22925,cobO,5440781,5441380,-,protein_coding,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,WP_003960010.1,corrinoid adenosyltransferase activity [GO:0008817]; cobalamin biosynthetic process [GO:0009236],E2PXM1,"Cob I yrinic acid a,c-diamide adenosyltransferase (EC 2.5.1.17)",SCLAV_1065 cobO
chromosome,CRV15_RS22920,,5439372,5440787,-,protein_coding,cobyrinate a%2Cc-diamide synthase,WP_003960011.1,"cobyrinic acid a,c-diamide synthase activity [GO:0042242]",E2PXM2,"Hydrogenobyrinate a,c-diamide synthase (EC 6.3.5.9) (Hydrogenobyrinic acid a,c-diamide synthase)",SCLAV_1066 cobB
chromosome,CRV15_RS22910,,5437437,5438294,-,protein_coding,cobalamin biosynthesis protein,WP_003960013.1,cobalamin biosynthetic process [GO:0009236],E2PXM4,Putative precorrin methylase (EC 2.1.1.131),SCLAV_1068 cobJ
chromosome,CRV15_RS22895,,5432984,5434075,+,protein_coding,amidohydrolase family protein,WP_003960017.1,hydrolase activity [GO:0016787],E2PYC9,Amidohydrolase 3,SCLAV_1073
chromosome,CRV15_RS22885,ectA,5430762,5431367,-,protein_coding,diaminobutyrate acetyltransferase,WP_003960018.1,diaminobutyrate acetyltransferase activity [GO:0033816]; ectoine biosynthetic process [GO:0019491],E2PYD1,"L-2,4-diaminobutyric acid acetyltransferase (DABA acetyltransferase) (EC 2.3.1.178)",SCLAV_1075 ectA ectA1
chromosome,CRV15_RS22865,,5426734,5427816,+,protein_coding,alkene reductase,WP_003960020.1,FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491],E2PYD5,NADH:flavin oxidoreductase/NADH oxidase (EC 1.-.-.-),SCLAV_1079
chromosome,CRV15_RS22850,,5423993,5424616,+,protein_coding,DUF1349 domain-containing protein,WP_003960023.1,,E2PYD8,DUF1349 domain-containing protein,SCLAV_1082
chromosome,CRV15_RS22845,,5422360,5423988,+,protein_coding,aldehyde dehydrogenase (NADP(+)),WP_003960024.1,,E2PYD9,Putative aldehyde dehydrogenase,SCLAV_1083
chromosome,CRV15_RS22840,,5421344,5422123,-,protein_coding,IclR family transcriptional regulator,WP_003960025.1,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],E2PYE0,IclR-family transcriptional regulator,SCLAV_1084
chromosome,CRV15_RS22820,araD,5415555,5417483,+,protein_coding,L-arabinonate dehydratase,WP_003960030.1,,E2PYE5,Dihydroxy-acid dehydratase (EC 4.2.1.9),SCLAV_1088
chromosome,CRV15_RS22810,,5413141,5414313,+,protein_coding,hypothetical protein,WP_003960032.1,,E2PYE7,Putative alanine-rich protein,SCLAV_1090
chromosome,CRV15_RS22795,,5409702,5410943,-,protein_coding,TerD family protein,WP_003960036.1,,E2PYF1,Putative transport associated protein,SCLAV_1094
chromosome,CRV15_RS22790,,5408464,5409525,+,protein_coding,1-aminocyclopropane-1-carboxylate deaminase,WP_003960037.1,1-aminocyclopropane-1-carboxylate deaminase activity [GO:0008660]; 1-aminocyclopropane-1-carboxylate catabolic process [GO:0042217],E2PYF2,1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7),SCLAV_1095 acd
chromosome,CRV15_RS22785,,5407575,5408405,+,protein_coding,GntR family transcriptional regulator,WP_003960038.1,DNA-binding transcription factor activity [GO:0003700],E2PYF3,"Transcriptional regulator, GntR family protein",SCLAV_1096
chromosome,CRV15_RS22770,,5405002,5405697,+,protein_coding,M15 family metallopeptidase,WP_003960039.1,,E2PYF6,D-alanyl-D-alanine carboxypeptidase,SCLAV_1099
chromosome,CRV15_RS22760,,5402883,5404073,-,protein_coding,HAMP domain-containing sensor histidine kinase,WP_003960041.1,phosphorelay response regulator activity [GO:0000156]; protein histidine kinase activity [GO:0004673]; ATP binding [GO:0005524]; signal transduction [GO:0007165],E2PYF8,histidine kinase (EC 2.7.13.3),SCLAV_1101
chromosome,CRV15_RS22755,,5400771,5402279,+,protein_coding,hypothetical protein,WP_003960042.1,,E2PYF9,Uncharacterized protein,SCLAV_1102
chromosome,CRV15_RS22750,,5398526,5400412,-,protein_coding,endonuclease/exonuclease/phosphatase family protein,WP_003960043.1,catalytic activity [GO:0003824],E2PYG0,Large secreted protein,SCLAV_1103
chromosome,CRV15_RS22740,,5397856,5398056,+,protein_coding,DUF397 domain-containing protein,WP_003960044.1,,E2PYG2,DUF397 domain-containing protein,SCLAV_1105
chromosome,CRV15_RS22680,sufC,5388448,5389212,+,protein_coding,Fe-S cluster assembly ATPase SufC,WP_003960049.1,ATP binding [GO:0005524]; iron-sulfur cluster assembly [GO:0016226],E2PYH6,ABC transporter ATP-binding subunit,SCLAV_1119
chromosome,CRV15_RS22675,,5388123,5388440,+,protein_coding,non-heme iron oxygenase ferredoxin subunit,WP_003960050.1,,E2PYH7,Ferredoxin subunit of phenylpropionate dioxygenase,SCLAV_1120 hcaC
chromosome,CRV15_RS22600,pgl,5370584,5371366,-,protein_coding,6-phosphogluconolactonase,WP_003960059.1,6-phosphogluconolactonase activity [GO:0017057]; pentose-phosphate shunt [GO:0006098],E2PYJ3,6-phosphogluconolactonase (6PGL) (EC 3.1.1.31),SCLAV_1137 pgl
chromosome,CRV15_RS22590,,5367297,5367902,+,protein_coding,PH domain-containing protein,WP_003960062.1,,E2PYJ7,Membrane-flanked domain-containing protein,SCLAV_1141
chromosome,CRV15_RS22585,pgi,5365640,5367292,+,protein_coding,glucose-6-phosphate isomerase,WP_003960063.1,glucose-6-phosphate isomerase activity [GO:0004347]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096],E2PYJ8,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),SCLAV_1142 pgi
chromosome,CRV15_RS22575,secG,5364744,5364971,+,protein_coding,preprotein translocase subunit SecG,WP_003960065.1,protein-transporting ATPase activity [GO:0015450]; protein transport by the Sec complex [GO:0043952]; plasma membrane [GO:0005886],E2PYK1,Protein-export membrane protein SecG,SCLAV_1145 secG
chromosome,CRV15_RS22540,yvcK,5355951,5356985,+,protein_coding,uridine diphosphate-N-acetylglucosamine-binding protein YvcK,WP_003960069.1,,E2PYK7,Putative gluconeogenesis factor,SCLAV_1151
chromosome,CRV15_RS22535,rapZ,5355016,5355954,+,protein_coding,RNase adapter RapZ,WP_003960070.1,ATP binding [GO:0005524],,,
chromosome,CRV15_RS22525,,5351767,5352666,+,protein_coding,hypothetical protein,WP_003960072.1,,E2PYL0,Integral membrane protein,SCLAV_1154
chromosome,CRV15_RS22520,,5351102,5351761,+,protein_coding,papain-like cysteine protease family protein,WP_003960073.1,,E2PYL1,Papain like cysteine protease AvrRpt2,SCLAV_1155
chromosome,CRV15_RS22510,,5349021,5349452,+,protein_coding,Rieske (2Fe-2S) protein,WP_003960075.1,"metal ion binding [GO:0046872]; 2 iron, 2 sulfur cluster binding [GO:0051537]",E2PYL3,Cytochrome bc1 complex Rieske iron-sulfur subunit (Cytochrome bc1 reductase complex subunit QcrA) (Rieske iron-sulfur protein),SCLAV_1157
chromosome,CRV15_RS22505,,5347047,5348036,-,protein_coding,carbohydrate kinase,WP_003960076.1,kinase activity [GO:0016301]; carbohydrate metabolic process [GO:0005975],E2PYL4,Fructokinase (EC 2.7.1.4),SCLAV_1158
chromosome,CRV15_RS22485,,5341043,5342068,+,protein_coding,TerC family protein,WP_003960078.1,membrane [GO:0016020],E2PYL8,Putative integral membrane export protein,SCLAV_1162
chromosome,CRV15_RS22470,uvrB,5335564,5337723,+,protein_coding,excinuclease ABC subunit UvrB,WP_003960083.1,DNA binding [GO:0003677]; protein binding [GO:0005515]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; ATP hydrolysis activity [GO:0016887]; nucleotide-excision repair [GO:0006289]; excinuclease repair complex [GO:0009380],E2PYM3,UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B),SCLAV_1167 uvrB
chromosome,CRV15_RS22460,,5333178,5334140,-,protein_coding,glycerophosphodiester phosphodiesterase family protein,WP_003960084.1,phosphoric diester hydrolase activity [GO:0008081]; lipid metabolic process [GO:0006629],E2PYM5,Secreted hydrolase (EC 3.1.4.46),SCLAV_1169
chromosome,CRV15_RS22455,,5332580,5333107,-,protein_coding,methylated-DNA--[protein]-cysteine S-methyltransferase,WP_003960085.1,DNA binding [GO:0003677]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908],E2PYM6,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase),SCLAV_1170 ogt1
chromosome,CRV15_RS22440,,5328804,5329850,-,protein_coding,PfkB family carbohydrate kinase,WP_003960088.1,,E2PYM9,Sugar kinase,SCLAV_1173
chromosome,CRV15_RS22430,,5326516,5327724,+,protein_coding,cytochrome P450,WP_003960089.1,,E2PYN1,Cytochrome P450 hydroxylase (EC 1.14.-.-),SCLAV_1175
chromosome,CRV15_RS22420,,5324552,5325868,+,protein_coding,SWIM zinc finger family protein,WP_003960091.1,zinc ion binding [GO:0008270],E2PYN3,Zinc finger SWIM domain protein,SCLAV_1177
chromosome,CRV15_RS22415,,5321595,5324555,+,protein_coding,DEAD/DEAH box helicase,WP_003960092.1,helicase activity [GO:0004386],E2PYN4,SNF2/RAD54 family helicase,SCLAV_1178
chromosome,CRV15_RS22410,,5320312,5321376,+,protein_coding,slipin family protein,WP_003960093.1,,E2PYN5,Membrane protease subunit stomatin/prohibitin-like protein,SCLAV_1179
chromosome,CRV15_RS22370,hrpB,5311021,5313582,-,protein_coding,ATP-dependent helicase HrpB,WP_003960099.1,helicase activity [GO:0004386]; nucleobase-containing compound metabolic process [GO:0006139],E2PYP6,Putative ATP-dependent RNA helicase (EC 3.6.1.-),SCLAV_1190
chromosome,CRV15_RS22325,,5297124,5298881,-,protein_coding,branched-chain amino acid ABC transporter permease,WP_003960104.1,ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359]; branched-chain amino acid transport [GO:0015803],E2PYQ5,Branched chain amino acid transport permease,SCLAV_1199
chromosome,CRV15_RS22320,,5296216,5297118,-,protein_coding,ABC transporter ATP-binding protein,WP_003960105.1,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ABC-type transporter activity [GO:0140359],,,
chromosome,CRV15_RS22285,,5289207,5290613,+,protein_coding,pyridoxal-dependent decarboxylase,WP_003960108.1,carbon-carbon lyase activity [GO:0016830]; carboxy-lyase activity [GO:0016831]; pyridoxal phosphate binding [GO:0030170]; carboxylic acid metabolic process [GO:0019752],E2PZH5,Amino acid decarboxylase,SCLAV_1206
chromosome,CRV15_RS22270,,5284939,5285742,+,protein_coding,peptidoglycan-binding protein,WP_003960110.1,,E2PZH7,N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),SCLAV_1208
chromosome,CRV15_RS22265,,5284422,5284739,+,protein_coding,chorismate mutase,WP_003960111.1,chorismate metabolic process [GO:0046417],E2PZH8,Chorismate mutase (EC 5.4.99.5),SCLAV_1209 aroH1
chromosome,CRV15_RS22260,,5283526,5284410,+,protein_coding,AraC family transcriptional regulator,WP_003960112.1,sequence-specific DNA binding [GO:0043565]; regulation of DNA-templated transcription [GO:0006355],E2PZH9,Putative AraC-family transcriptional regulator,SCLAV_1210
chromosome,CRV15_RS22255,,5281644,5283392,-,protein_coding,beta-galactosidase family protein,WP_003960113.1,,E2PZI0,Beta-galactosidase (EC 3.2.1.23),SCLAV_1211
chromosome,CRV15_RS22245,,5277356,5278186,+,protein_coding,serine protease,WP_003960115.1,serine-type endopeptidase activity [GO:0004252]; peptidase activity [GO:0008233]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508],E2PZI2,Trypsin-like protease,SCLAV_1213 sprT
chromosome,CRV15_RS22230,,5274313,5275131,+,protein_coding,SDR family oxidoreductase,WP_003960118.1,oxidoreductase activity [GO:0016491],E2PZI5,Short chain dehydrogenase,SCLAV_1216
chromosome,CRV15_RS22210,,5270755,5271801,-,protein_coding,nitronate monooxygenase,WP_003960119.1,"FMN binding [GO:0010181]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases) [GO:0016703]",E2PZI9,Enoyl-ACP reductase II,SCLAV_1220 fabK
chromosome,CRV15_RS22205,,5270241,5270651,+,protein_coding,hypothetical protein,WP_003960120.1,,E2PZJ0,Integral membrane protein,SCLAV_1221
chromosome,CRV15_RS22190,,5267213,5267974,+,protein_coding,TetR/AcrR family transcriptional regulator,WP_003960122.1,DNA binding [GO:0003677],E2PZJ3,TetR-family transcriptional regulator,SCLAV_1224
chromosome,CRV15_RS22180,,5265162,5266301,-,protein_coding,acyl-CoA dehydrogenase family protein,WP_003960124.1,"oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]",E2PZJ5,Putative acyl-CoA dehydrogenase,SCLAV_1226
chromosome,CRV15_RS22170,,5261655,5263190,-,protein_coding,MFS transporter,WP_003960126.1,,E2PZJ7,Arabinose efflux permease family protein,SCLAV_1228
chromosome,CRV15_RS22160,,5258993,5260453,+,protein_coding,glutamate synthase subunit beta,WP_003960128.1,,E2PZJ9,Glutamate synthase subunit beta (EC 1.4.1.13),SCLAV_1230 gltD
chromosome,CRV15_RS22155,gltB,5254420,5259000,+,protein_coding,glutamate synthase large subunit,WP_003960129.1,catalytic activity [GO:0003824]; glutamate synthase activity [GO:0015930]; oxidoreductase activity [GO:0016491]; glutamate biosynthetic process [GO:0006537]; metabolic process [GO:0008152],E2PZK0,Glutamate synthase (EC 1.4.1.13),SCLAV_1231
chromosome,CRV15_RS22140,,5251265,5252419,-,protein_coding,ADP-ribosylglycohydrolase family protein,WP_003960131.1,,E2PZK2,Putative ADP-ribosylglycohydrolase-family protein,SCLAV_1233
chromosome,CRV15_RS22130,,5248625,5249788,-,protein_coding,ADP-ribosylglycohydrolase family protein,WP_003960133.1,"hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]; metal ion binding [GO:0046872]",E2PZK4,Putative ADP-ribosylglycohydrolase-family protein,SCLAV_1235
chromosome,CRV15_RS22115,rbsK,5245495,5246382,-,protein_coding,ribokinase,WP_003960136.1,ribokinase activity [GO:0004747]; D-ribose catabolic process [GO:0019303],E2PZK7,Ribokinase (RK) (EC 2.7.1.15),SCLAV_1237 rbsK
chromosome,CRV15_RS22110,,5244194,5245498,-,protein_coding,CoA transferase,WP_003960137.1,transferase activity [GO:0016740],E2PZK8,Putative acyl-CoA transferase,SCLAV_1238
chromosome,CRV15_RS22105,,5243394,5244197,-,protein_coding,aldolase/citrate lyase family protein,WP_003960138.1,catalytic activity [GO:0003824],E2PZK9,Putative citrate lyase beta chain (EC 4.1.3.6),SCLAV_1239
chromosome,CRV15_RS22100,lgt,5242196,5243173,+,protein_coding,prolipoprotein diacylglyceryl transferase,WP_003960139.1,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; protein lipoylation [GO:0009249]; membrane [GO:0016020],E2PZL0,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145),SCLAV_1240 lgt
chromosome,CRV15_RS22095,,5241034,5242071,+,protein_coding,thioredoxin domain-containing protein,WP_003960140.1,,E2PZL1,Putative integral membrane protein,SCLAV_1241
chromosome,CRV15_RS22090,trpA,5240031,5240864,+,protein_coding,tryptophan synthase subunit alpha,WP_003960142.1,tryptophan synthase activity [GO:0004834]; tryptophan biosynthetic process [GO:0000162],E2PZL3,Tryptophan synthase alpha chain (EC 4.2.1.20),SCLAV_1243 trpA
chromosome,CRV15_RS22085,trpB,5238796,5240034,+,protein_coding,tryptophan synthase subunit beta,WP_003960143.1,tryptophan synthase activity [GO:0004834]; tryptophan biosynthetic process [GO:0000162],E2PZL4,Tryptophan synthase beta chain (EC 4.2.1.20),SCLAV_1244 trpB
chromosome,CRV15_RS22080,,5238297,5238497,+,protein_coding,hypothetical protein,WP_003960144.1,,E2PZL5,Tryptophan synthase subunit(Beta),SCLAV_1245
chromosome,CRV15_RS22070,,5236887,5237321,+,protein_coding,DUF2752 domain-containing protein,WP_003960146.1,,E2PZL7,Putative membrane protein,SCLAV_1247
chromosome,CRV15_RS22060,,5235622,5236275,+,protein_coding,TIGR02234 family membrane protein,WP_003960148.1,,E2PZL9,Putative membrane protein,SCLAV_1249
chromosome,CRV15_RS22055,,5234044,5235549,+,protein_coding,anthranilate synthase component I,WP_003960149.1,anthranilate synthase activity [GO:0004049]; tryptophan biosynthetic process [GO:0000162],E2PZM0,Anthranilate synthase component 1 (EC 4.1.3.27),SCLAV_1250 trpE
chromosome,CRV15_RS22050,hisI,5233652,5234032,+,protein_coding,phosphoribosyl-AMP cyclohydrolase,WP_003960150.1,phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; histidine biosynthetic process [GO:0000105],E2PZM1,Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19),SCLAV_1251 hisI
chromosome,CRV15_RS22045,,5232854,5233486,-,protein_coding,TIGR03085 family metal-binding protein,WP_003960152.1,metal ion binding [GO:0046872],E2PZM3,Mycothiol-dependent maleylpyruvate isomerase metal-binding domain-containing protein,SCLAV_1253
chromosome,CRV15_RS22035,hisF,5230560,5231315,+,protein_coding,imidazole glycerol phosphate synthase subunit HisF,WP_003960154.1,imidazoleglycerol-phosphate synthase activity [GO:0000107]; histidine biosynthetic process [GO:0000105],E2PZM5,Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF),SCLAV_1255 hisF
chromosome,CRV15_RS22030,,5230141,5230563,+,protein_coding,Rid family hydrolase,WP_003960155.1,,E2PZM6,"Putative translation initiation inhibitor, yjgF family",SCLAV_1256
chromosome,CRV15_RS22020,hisH,5228778,5229422,+,protein_coding,imidazole glycerol phosphate synthase subunit HisH,WP_003960156.1,"imidazoleglycerol-phosphate synthase activity [GO:0000107]; carbon-nitrogen ligase activity, with glutamine as amido-N-donor [GO:0016884]; histidine biosynthetic process [GO:0000105]",E2PZM8,Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH),SCLAV_1258 hisH hisH2
chromosome,CRV15_RS36020,,5228617,5228781,+,protein_coding,hypothetical protein,WP_003960157.1,,E2PZM9,Amidotransferase,SCLAV_1259
